Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,Season,Salary,Team
Garrison Mathews,SG,27.0,66.0,992.0,103.0,226.0,0.456,85.0,193.0,0.44,18.0,33.0,0.545,34.0,42.0,0.81,17.0,75.0,92.0,37.0,20.0,8.0,19.0,115.0,325.0,1.4,0.2,1.6,2023-24,2000000.0,ATL
Bennedict Mathurin,SF,21.0,59.0,1538.0,296.0,663.0,0.446,80.0,214.0,0.374,216.0,449.0,0.481,184.0,224.0,0.821,60.0,174.0,234.0,119.0,35.0,14.0,97.0,117.0,856.0,0.8,0.7,1.4,2023-24,6916080.0,IND
Wesley Matthews,SG,37.0,36.0,413.0,34.0,97.0,0.351,24.0,69.0,0.348,10.0,28.0,0.357,18.0,24.0,0.75,9.0,44.0,53.0,23.0,16.0,11.0,8.0,43.0,110.0,0.2,0.3,0.4,2023-24,2019706.0,ATL
Tyrese Maxey,PG,23.0,70.0,2626.0,638.0,1419.0,0.45,212.0,569.0,0.373,426.0,850.0,0.501,328.0,378.0,0.868,36.0,222.0,258.0,433.0,69.0,33.0,116.0,151.0,1816.0,5.9,2.1,8.1,2023-24,4343920.0,PHI
Skylar Mays,PG,26.0,38.0,433.0,63.0,159.0,0.396,16.0,54.0,0.296,47.0,105.0,0.448,13.0,17.0,0.765,10.0,33.0,43.0,85.0,21.0,4.0,20.0,26.0,155.0,0.1,0.3,0.4,2023-24,1799163.0,POR
Miles McBride,PG,23.0,68.0,1328.0,205.0,454.0,0.452,109.0,266.0,0.41,96.0,188.0,0.511,43.0,50.0,0.86,31.0,69.0,100.0,114.0,50.0,7.0,30.0,108.0,562.0,2.4,1.3,3.6,2023-24,1836096.0,NYK
CJ McCollum,PG,32.0,66.0,2159.0,484.0,1055.0,0.459,239.0,557.0,0.429,245.0,498.0,0.492,115.0,139.0,0.827,39.0,247.0,286.0,305.0,62.0,41.0,110.0,126.0,1322.0,3.5,2.4,5.9,2023-24,35802469.0,NOP
T.J. McConnell,PG,31.0,71.0,1291.0,330.0,593.0,0.556,18.0,44.0,0.409,312.0,549.0,0.568,49.0,62.0,0.79,36.0,155.0,191.0,390.0,72.0,8.0,108.0,79.0,727.0,2.8,1.1,3.9,2023-24,8700000.0,IND
Jaden McDaniels,SF,23.0,72.0,2105.0,307.0,628.0,0.489,86.0,255.0,0.337,221.0,373.0,0.592,57.0,79.0,0.722,56.0,168.0,224.0,101.0,63.0,42.0,87.0,219.0,757.0,0.3,3.1,3.4,2023-24,3901399.0,MIN
Jalen McDaniels,SF,26.0,50.0,538.0,65.0,189.0,0.344,12.0,71.0,0.169,53.0,118.0,0.449,27.0,37.0,0.73,18.0,61.0,79.0,37.0,19.0,6.0,30.0,52.0,169.0,-1.1,0.3,-0.8,2023-24,4516000.0,TOR
Doug McDermott,SF,32.0,64.0,904.0,123.0,284.0,0.433,94.0,229.0,0.41,29.0,55.0,0.527,11.0,19.0,0.579,10.0,49.0,59.0,70.0,16.0,2.0,28.0,64.0,351.0,0.6,0.3,0.9,2023-24,13750000.0,IND
JaVale McGee,C,36.0,46.0,339.0,79.0,132.0,0.598,1.0,7.0,0.143,78.0,125.0,0.624,26.0,45.0,0.578,42.0,84.0,126.0,17.0,14.0,20.0,34.0,46.0,185.0,0.1,0.6,0.7,2023-24,4368030.0,DAL
JaVale McGee,C,36.0,46.0,339.0,79.0,132.0,0.598,1.0,7.0,0.143,78.0,125.0,0.624,26.0,45.0,0.578,42.0,84.0,126.0,17.0,14.0,20.0,34.0,46.0,185.0,0.1,0.6,0.7,2023-24,4368030.0,SAC
Bryce McGowens,SG,21.0,59.0,882.0,101.0,230.0,0.439,34.0,102.0,0.333,67.0,128.0,0.523,66.0,85.0,0.776,17.0,85.0,102.0,51.0,21.0,10.0,30.0,74.0,302.0,0.4,0.3,0.6,2023-24,1719864.0,CHO
Jordan McLaughlin,PG,27.0,56.0,626.0,70.0,145.0,0.483,42.0,89.0,0.472,28.0,56.0,0.5,13.0,18.0,0.722,18.0,54.0,72.0,110.0,35.0,7.0,19.0,31.0,195.0,1.4,1.1,2.5,2023-24,2320000.0,MIN
De'Anthony Melton,SG,25.0,38.0,1023.0,139.0,360.0,0.386,77.0,214.0,0.36,62.0,146.0,0.425,66.0,79.0,0.835,28.0,113.0,141.0,114.0,60.0,16.0,39.0,84.0,421.0,0.8,1.4,2.1,2023-24,8000000.0,PHI
Sam Merrill,SG,27.0,61.0,1069.0,158.0,393.0,0.402,143.0,354.0,0.404,15.0,39.0,0.385,26.0,28.0,0.929,22.0,98.0,120.0,108.0,19.0,4.0,19.0,72.0,485.0,1.9,0.9,2.8,2023-24,1997238.0,CLE
Chimezie Metu,C,26.0,51.0,859.0,123.0,244.0,0.504,28.0,94.0,0.298,95.0,150.0,0.633,58.0,64.0,0.906,41.0,153.0,194.0,46.0,43.0,16.0,52.0,71.0,332.0,0.5,1.1,1.5,2023-24,2351562.0,MEM
Chimezie Metu,C,26.0,51.0,859.0,123.0,244.0,0.504,28.0,94.0,0.298,95.0,150.0,0.633,58.0,64.0,0.906,41.0,153.0,194.0,46.0,43.0,16.0,52.0,71.0,332.0,0.5,1.1,1.5,2023-24,2351562.0,DET
Chimezie Metu,C,26.0,51.0,859.0,123.0,244.0,0.504,28.0,94.0,0.298,95.0,150.0,0.633,58.0,64.0,0.906,41.0,153.0,194.0,46.0,43.0,16.0,52.0,71.0,332.0,0.5,1.1,1.5,2023-24,2351562.0,DET
Vasilije Micić,PG,30.0,60.0,1176.0,159.0,370.0,0.43,43.0,154.0,0.279,116.0,216.0,0.537,61.0,75.0,0.813,14.0,74.0,88.0,262.0,31.0,7.0,99.0,68.0,422.0,-0.1,0.4,0.4,2023-24,7723000.0,CHO
Khris Middleton,SF,32.0,55.0,1487.0,317.0,643.0,0.493,94.0,247.0,0.381,223.0,396.0,0.563,100.0,120.0,0.833,40.0,217.0,257.0,292.0,51.0,15.0,127.0,141.0,828.0,1.9,1.4,3.4,2023-24,29320988.0,MIL
Brandon Miller,SF,21.0,74.0,2383.0,476.0,1083.0,0.44,184.0,493.0,0.373,292.0,590.0,0.495,143.0,173.0,0.827,60.0,255.0,315.0,175.0,66.0,42.0,132.0,184.0,1279.0,-0.3,1.0,0.8,2023-24,10880400.0,CHO
Leonard Miller,SF,20.0,17.0,52.0,13.0,20.0,0.65,2.0,5.0,0.4,11.0,15.0,0.733,1.0,2.0,0.5,5.0,15.0,20.0,8.0,2.0,1.0,1.0,5.0,29.0,0.2,0.1,0.3,2023-24,1800000.0,MIN
Dariq Whitehead,SF,19.0,2.0,24.0,1.0,5.0,0.2,0.0,3.0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2023-24,2966040.0,BRK
Patty Mills,PG,35.0,32.0,415.0,46.0,131.0,0.351,24.0,87.0,0.276,22.0,44.0,0.5,11.0,11.0,1.0,9.0,26.0,35.0,34.0,20.0,1.0,16.0,32.0,127.0,-0.3,0.4,0.1,2023-24,7267250.0,ATL
Patty Mills,PG,35.0,32.0,415.0,46.0,131.0,0.351,24.0,87.0,0.276,22.0,44.0,0.5,11.0,11.0,1.0,9.0,26.0,35.0,34.0,20.0,1.0,16.0,32.0,127.0,-0.3,0.4,0.1,2023-24,7267250.0,MIA
Shake Milton,SG,27.0,48.0,581.0,79.0,195.0,0.405,18.0,64.0,0.281,61.0,131.0,0.466,40.0,49.0,0.816,14.0,61.0,75.0,60.0,19.0,6.0,31.0,54.0,216.0,-0.2,0.8,0.6,2023-24,5475908.0,DET
Shake Milton,SG,27.0,48.0,581.0,79.0,195.0,0.405,18.0,64.0,0.281,61.0,131.0,0.466,40.0,49.0,0.816,14.0,61.0,75.0,60.0,19.0,6.0,31.0,54.0,216.0,-0.2,0.8,0.6,2023-24,5475908.0,NYK
Josh Minott,SF,21.0,32.0,91.0,17.0,36.0,0.472,4.0,10.0,0.4,13.0,26.0,0.5,12.0,14.0,0.857,4.0,13.0,17.0,8.0,5.0,5.0,2.0,10.0,50.0,0.2,0.2,0.4,2023-24,1719864.0,MIN
Davion Mitchell,PG,25.0,72.0,1101.0,146.0,323.0,0.452,57.0,158.0,0.361,89.0,165.0,0.539,30.0,42.0,0.714,19.0,76.0,95.0,134.0,17.0,3.0,43.0,85.0,379.0,0.8,0.6,1.3,2023-24,5063640.0,SAC
Donovan Mitchell,SG,27.0,55.0,1942.0,503.0,1089.0,0.462,182.0,494.0,0.368,321.0,595.0,0.539,275.0,318.0,0.865,46.0,234.0,280.0,333.0,101.0,30.0,154.0,118.0,1463.0,3.6,2.9,6.4,2023-24,33162030.0,CLE
Evan Mobley,PF,22.0,50.0,1532.0,320.0,552.0,0.58,22.0,59.0,0.373,298.0,493.0,0.604,123.0,171.0,0.719,111.0,357.0,468.0,160.0,45.0,72.0,90.0,134.0,785.0,2.8,2.7,5.5,2023-24,8882640.0,CLE
Malik Monk,SG,25.0,72.0,1872.0,396.0,893.0,0.443,148.0,423.0,0.35,248.0,470.0,0.528,170.0,205.0,0.829,28.0,184.0,212.0,370.0,45.0,39.0,150.0,156.0,1110.0,1.9,1.6,3.5,2023-24,9945830.0,SAC
Moses Moody,SG,21.0,66.0,1156.0,194.0,420.0,0.462,72.0,200.0,0.36,122.0,220.0,0.555,73.0,93.0,0.785,65.0,131.0,196.0,57.0,42.0,24.0,44.0,90.0,533.0,1.2,1.2,2.4,2023-24,3918480.0,GSW
Taze Moore,SG,25.0,4.0,40.0,8.0,19.0,0.421,1.0,7.0,0.143,7.0,12.0,0.583,1.0,2.0,0.5,4.0,4.0,8.0,5.0,2.0,0.0,3.0,4.0,18.0,0.0,0.0,0.0,2023-24,64343.0,POR
Wendell Moore Jr.,SG,22.0,25.0,75.0,9.0,18.0,0.5,0.0,6.0,0.0,9.0,12.0,0.75,0.0,0.0,0.0,0.0,12.0,12.0,6.0,5.0,1.0,4.0,5.0,18.0,-0.1,0.2,0.1,2023-24,2421720.0,MIN
Ja Morant,PG,24.0,9.0,318.0,80.0,170.0,0.471,14.0,51.0,0.275,66.0,119.0,0.555,52.0,64.0,0.813,6.0,44.0,50.0,73.0,7.0,5.0,27.0,19.0,226.0,0.5,0.3,0.8,2023-24,34005250.0,MEM
Marcus Morris,PF,34.0,49.0,817.0,116.0,264.0,0.439,48.0,119.0,0.403,68.0,145.0,0.469,36.0,44.0,0.818,23.0,111.0,134.0,36.0,15.0,13.0,30.0,74.0,316.0,0.2,0.8,1.0,2023-24,17429682.0,SAS
Marcus Morris,PF,34.0,49.0,817.0,116.0,264.0,0.439,48.0,119.0,0.403,68.0,145.0,0.469,36.0,44.0,0.818,23.0,111.0,134.0,36.0,15.0,13.0,30.0,74.0,316.0,0.2,0.8,1.0,2023-24,17429682.0,CLE
Marcus Morris,PF,34.0,49.0,817.0,116.0,264.0,0.439,48.0,119.0,0.403,68.0,145.0,0.469,36.0,44.0,0.818,23.0,111.0,134.0,36.0,15.0,13.0,30.0,74.0,316.0,0.2,0.8,1.0,2023-24,17429682.0,CLE
Markieff Morris,PF,34.0,26.0,216.0,23.0,68.0,0.338,15.0,42.0,0.357,8.0,26.0,0.308,5.0,6.0,0.833,4.0,35.0,39.0,16.0,5.0,3.0,12.0,12.0,66.0,-0.3,0.2,-0.1,2023-24,2019706.0,DAL
Monte Morris,PG,28.0,33.0,476.0,62.0,153.0,0.405,27.0,70.0,0.386,35.0,83.0,0.422,13.0,19.0,0.684,7.0,50.0,57.0,69.0,19.0,9.0,7.0,14.0,164.0,0.5,0.7,1.2,2023-24,9800926.0,MIN
Trey Murphy III,SF,23.0,57.0,1690.0,275.0,621.0,0.443,169.0,445.0,0.38,106.0,176.0,0.602,123.0,151.0,0.815,42.0,238.0,280.0,124.0,51.0,28.0,34.0,70.0,842.0,3.4,2.0,5.4,2023-24,3359280.0,NOP
Dejounte Murray,SG,27.0,78.0,2783.0,672.0,1463.0,0.459,201.0,554.0,0.363,471.0,909.0,0.518,208.0,262.0,0.794,62.0,354.0,416.0,502.0,111.0,24.0,201.0,138.0,1753.0,3.3,1.6,4.9,2023-24,18214000.0,ATL
Jamal Murray,PG,26.0,59.0,1861.0,474.0,986.0,0.481,145.0,341.0,0.425,329.0,645.0,0.51,157.0,184.0,0.853,42.0,200.0,242.0,384.0,57.0,39.0,125.0,104.0,1250.0,3.8,2.1,5.9,2023-24,33833400.0,DEN
Keegan Murray,SF,23.0,77.0,2588.0,443.0,975.0,0.454,183.0,511.0,0.358,260.0,464.0,0.56,103.0,124.0,0.831,106.0,314.0,420.0,129.0,79.0,59.0,64.0,205.0,1172.0,2.6,2.6,5.2,2023-24,8409000.0,SAC
Kris Murray,SF,23.0,62.0,1348.0,145.0,366.0,0.396,49.0,183.0,0.268,96.0,183.0,0.525,37.0,56.0,0.661,85.0,139.0,224.0,80.0,53.0,21.0,55.0,92.0,376.0,-0.4,1.0,0.7,2023-24,2847480.0,POR
Mike Muscala,C,32.0,53.0,600.0,56.0,156.0,0.359,28.0,96.0,0.292,28.0,60.0,0.467,17.0,25.0,0.68,39.0,86.0,125.0,36.0,9.0,13.0,22.0,52.0,157.0,-0.2,0.3,0.1,2023-24,4010730.0,DET
Mike Muscala,C,32.0,53.0,600.0,56.0,156.0,0.359,28.0,96.0,0.292,28.0,60.0,0.467,17.0,25.0,0.68,39.0,86.0,125.0,36.0,9.0,13.0,22.0,52.0,157.0,-0.2,0.3,0.1,2023-24,4010730.0,OKC
Svi Mykhailiuk,SF,26.0,41.0,413.0,57.0,137.0,0.416,42.0,108.0,0.389,15.0,29.0,0.517,6.0,9.0,0.667,11.0,40.0,51.0,35.0,11.0,1.0,12.0,19.0,162.0,0.5,0.4,0.9,2023-24,2019706.0,BOS
Larry Nance Jr.,C,31.0,61.0,1216.0,138.0,241.0,0.573,27.0,65.0,0.415,111.0,176.0,0.631,47.0,61.0,0.77,94.0,213.0,307.0,113.0,61.0,19.0,49.0,98.0,350.0,2.1,1.9,4.1,2023-24,10375000.0,NOP
Pete Nance,PF,23.0,8.0,27.0,1.0,6.0,0.167,1.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,-0.1,0.0,-0.1,2023-24,64343.0,CLE
Andrew Nembhard,PG,24.0,68.0,1697.0,260.0,522.0,0.498,61.0,171.0,0.357,199.0,351.0,0.567,45.0,56.0,0.804,36.0,105.0,141.0,280.0,63.0,6.0,101.0,143.0,626.0,1.3,0.7,2.0,2023-24,2131905.0,IND
Aaron Nesmith,SF,24.0,72.0,1995.0,315.0,635.0,0.496,140.0,334.0,0.419,175.0,301.0,0.581,107.0,137.0,0.781,63.0,212.0,275.0,108.0,65.0,49.0,64.0,241.0,877.0,2.8,1.3,4.1,2023-24,5634257.0,IND
Georges Niang,PF,30.0,82.0,1831.0,284.0,632.0,0.449,149.0,396.0,0.376,135.0,236.0,0.572,51.0,60.0,0.85,22.0,256.0,278.0,98.0,30.0,18.0,72.0,192.0,768.0,0.5,2.0,2.4,2023-24,8800000.0,CLE
Zeke Nnaji,PF,23.0,58.0,576.0,69.0,149.0,0.463,6.0,23.0,0.261,63.0,126.0,0.5,42.0,62.0,0.677,61.0,65.0,126.0,32.0,15.0,38.0,27.0,81.0,186.0,0.4,0.8,1.2,2023-24,4306281.0,DEN
Jaylen Nowell,SG,24.0,13.0,214.0,34.0,78.0,0.436,6.0,29.0,0.207,28.0,49.0,0.571,7.0,9.0,0.778,6.0,18.0,24.0,19.0,4.0,2.0,7.0,15.0,81.0,0.0,0.1,0.1,2023-24,1778496.5,MEM
Jaylen Nowell,SG,24.0,13.0,214.0,34.0,78.0,0.436,6.0,29.0,0.207,28.0,49.0,0.571,7.0,9.0,0.778,6.0,18.0,24.0,19.0,4.0,2.0,7.0,15.0,81.0,0.0,0.1,0.1,2023-24,1778496.5,MEM
Frank Ntilikina,PG,25.0,5.0,43.0,1.0,9.0,0.111,1.0,8.0,0.125,0.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,4.0,0.0,0.0,1.0,4.0,5.0,-0.1,0.0,-0.1,2023-24,2019706.0,CHO
Jusuf Nurkić,C,29.0,76.0,2078.0,320.0,627.0,0.51,22.0,90.0,0.244,298.0,537.0,0.555,167.0,261.0,0.64,224.0,613.0,837.0,301.0,81.0,80.0,175.0,254.0,829.0,2.0,3.8,5.8,2023-24,16875000.0,PHO
Jordan Nwora,SF,25.0,52.0,712.0,138.0,299.0,0.462,44.0,131.0,0.336,94.0,168.0,0.56,44.0,53.0,0.83,28.0,121.0,149.0,62.0,26.0,13.0,53.0,48.0,364.0,-0.1,0.6,0.5,2023-24,3000000.0,TOR
Royce O'Neale,SF,30.0,79.0,1954.0,214.0,539.0,0.397,156.0,422.0,0.37,58.0,117.0,0.496,24.0,35.0,0.686,60.0,317.0,377.0,219.0,59.0,44.0,73.0,174.0,608.0,1.3,2.1,3.4,2023-24,9500000.0,PHO
Chuma Okeke,SF,25.0,47.0,432.0,40.0,112.0,0.357,23.0,82.0,0.28,17.0,30.0,0.567,4.0,7.0,0.571,18.0,62.0,80.0,20.0,9.0,7.0,16.0,19.0,107.0,-0.3,0.6,0.3,2023-24,5266713.0,ORL
Josh Okogie,SG,25.0,60.0,960.0,86.0,206.0,0.417,29.0,94.0,0.309,57.0,112.0,0.509,76.0,102.0,0.745,74.0,80.0,154.0,64.0,48.0,24.0,36.0,68.0,277.0,1.0,1.1,2.1,2023-24,2815937.0,PHO
Onyeka Okongwu,C,23.0,55.0,1405.0,223.0,365.0,0.611,23.0,69.0,0.333,200.0,296.0,0.676,92.0,116.0,0.793,145.0,231.0,376.0,74.0,26.0,60.0,45.0,162.0,561.0,3.5,1.0,4.5,2023-24,8109063.0,ATL
Isaac Okoro,SF,23.0,69.0,1887.0,235.0,480.0,0.49,84.0,215.0,0.391,151.0,265.0,0.57,93.0,137.0,0.679,67.0,139.0,206.0,132.0,57.0,34.0,54.0,140.0,647.0,2.1,2.0,4.2,2023-24,8920795.0,CLE
Kelly Olynyk,C,32.0,78.0,1759.0,276.0,497.0,0.555,60.0,155.0,0.387,216.0,342.0,0.632,150.0,180.0,0.833,108.0,303.0,411.0,347.0,74.0,30.0,152.0,230.0,762.0,3.5,1.4,4.9,2023-24,12195122.0,TOR
Eugene Omoruyi,SF,26.0,43.0,393.0,81.0,167.0,0.485,13.0,46.0,0.283,68.0,121.0,0.562,32.0,49.0,0.653,35.0,50.0,85.0,35.0,27.0,5.0,21.0,62.0,207.0,0.2,0.4,0.6,2023-24,900000.0,WAS
Cedi Osman,SF,28.0,72.0,1269.0,184.0,384.0,0.479,86.0,221.0,0.389,98.0,163.0,0.601,35.0,52.0,0.673,25.0,155.0,180.0,119.0,36.0,11.0,47.0,107.0,489.0,1.0,0.9,1.9,2023-24,6718842.0,SAS
Kelly Oubre Jr.,SF,28.0,68.0,2055.0,387.0,878.0,0.441,101.0,325.0,0.311,286.0,553.0,0.517,174.0,232.0,0.75,94.0,247.0,341.0,101.0,77.0,47.0,87.0,194.0,1049.0,0.6,2.4,3.0,2023-24,2019706.0,PHI
Chris Paul,PG,38.0,58.0,1531.0,206.0,467.0,0.441,78.0,210.0,0.371,128.0,257.0,0.498,43.0,52.0,0.827,18.0,207.0,225.0,393.0,70.0,6.0,76.0,108.0,533.0,2.6,1.7,4.3,2023-24,30800000.0,GSW
Cameron Payne,PG,29.0,78.0,1304.0,208.0,481.0,0.432,104.0,267.0,0.39,104.0,214.0,0.486,58.0,67.0,0.866,21.0,96.0,117.0,205.0,42.0,11.0,66.0,126.0,578.0,1.4,1.0,2.4,2023-24,8519706.0,SAS
Cameron Payne,PG,29.0,78.0,1304.0,208.0,481.0,0.432,104.0,267.0,0.39,104.0,214.0,0.486,58.0,67.0,0.866,21.0,96.0,117.0,205.0,42.0,11.0,66.0,126.0,578.0,1.4,1.0,2.4,2023-24,8519706.0,PHI
Gary Payton II,SG,31.0,44.0,680.0,103.0,183.0,0.563,20.0,55.0,0.364,83.0,128.0,0.648,14.0,23.0,0.609,46.0,67.0,113.0,48.0,39.0,18.0,27.0,77.0,240.0,0.9,0.9,1.8,2023-24,8715000.0,GSW
Filip Petrušev,C,23.0,3.0,10.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2023-24,559782.0,SAC
Julian Phillips,SF,20.0,40.0,323.0,32.0,77.0,0.416,12.0,38.0,0.316,20.0,39.0,0.513,13.0,19.0,0.684,12.0,24.0,36.0,13.0,7.0,7.0,10.0,40.0,89.0,0.0,0.2,0.2,2023-24,1600000.0,CHI
Jalen Pickett,SG,24.0,27.0,122.0,15.0,35.0,0.429,9.0,25.0,0.36,6.0,10.0,0.6,3.0,4.0,0.75,1.0,13.0,14.0,21.0,4.0,0.0,9.0,13.0,42.0,0.0,0.1,0.2,2023-24,1708143.0,DEN
Mason Plumlee,C,33.0,46.0,674.0,87.0,153.0,0.569,0.0,6.0,0.0,87.0,147.0,0.592,70.0,99.0,0.707,60.0,174.0,234.0,55.0,14.0,17.0,36.0,68.0,244.0,1.2,0.9,2.0,2023-24,5000000.0,LAC
Brandin Podziemski,SG,20.0,74.0,1968.0,271.0,597.0,0.454,90.0,234.0,0.385,181.0,363.0,0.499,50.0,79.0,0.633,118.0,309.0,427.0,273.0,61.0,14.0,88.0,122.0,682.0,2.1,2.0,4.1,2023-24,3352440.0,GSW
Jakob Poeltl,C,28.0,50.0,1319.0,248.0,378.0,0.656,0.0,0.0,0.0,248.0,378.0,0.656,59.0,107.0,0.551,146.0,283.0,429.0,127.0,35.0,76.0,77.0,149.0,555.0,2.4,1.4,3.8,2023-24,19500000.0,TOR
Aleksej Pokusevski,PF,22.0,28.0,405.0,49.0,121.0,0.405,18.0,55.0,0.327,31.0,66.0,0.47,30.0,41.0,0.732,17.0,72.0,89.0,35.0,15.0,13.0,19.0,22.0,146.0,0.0,0.4,0.4,2023-24,5574809.0,OKC
Aleksej Pokusevski,PF,22.0,28.0,405.0,49.0,121.0,0.405,18.0,55.0,0.327,31.0,66.0,0.47,30.0,41.0,0.732,17.0,72.0,89.0,35.0,15.0,13.0,19.0,22.0,146.0,0.0,0.4,0.4,2023-24,5574809.0,CHO
Jordan Poole,SG,24.0,78.0,2346.0,490.0,1186.0,0.413,184.0,564.0,0.326,306.0,622.0,0.492,192.0,219.0,0.877,32.0,180.0,212.0,343.0,86.0,25.0,188.0,244.0,1356.0,-1.5,0.8,-0.6,2023-24,27455357.0,WAS
Craig Porter Jr.,PG,23.0,51.0,649.0,116.0,228.0,0.509,12.0,34.0,0.353,104.0,194.0,0.536,41.0,56.0,0.732,21.0,88.0,109.0,118.0,21.0,15.0,45.0,40.0,285.0,0.6,0.9,1.5,2023-24,1500000.0,CLE
Michael Porter Jr.,SF,25.0,81.0,2565.0,522.0,1079.0,0.484,220.0,554.0,0.397,302.0,525.0,0.575,92.0,110.0,0.836,106.0,459.0,565.0,122.0,42.0,53.0,92.0,148.0,1356.0,3.1,3.1,6.2,2023-24,33386850.0,DEN
Otto Porter Jr.,SF,30.0,15.0,174.0,14.0,33.0,0.424,8.0,23.0,0.348,6.0,10.0,0.6,3.0,3.0,1.0,6.0,23.0,29.0,8.0,5.0,5.0,2.0,19.0,39.0,0.1,0.1,0.3,2023-24,6300000.0,UTA
Bobby Portis,PF,28.0,82.0,2008.0,466.0,918.0,0.508,100.0,246.0,0.407,366.0,672.0,0.545,98.0,124.0,0.79,142.0,465.0,607.0,104.0,68.0,34.0,91.0,189.0,1130.0,2.1,2.6,4.7,2023-24,11710818.0,MIL
Kristaps Porziņģis,C,28.0,57.0,1690.0,388.0,752.0,0.516,110.0,293.0,0.375,278.0,459.0,0.606,259.0,302.0,0.858,97.0,312.0,409.0,115.0,42.0,111.0,89.0,156.0,1145.0,4.9,3.0,7.9,2023-24,36016200.0,BOS
Dwight Powell,C,32.0,63.0,836.0,72.0,106.0,0.679,1.0,3.0,0.333,71.0,103.0,0.689,63.0,89.0,0.708,97.0,117.0,214.0,84.0,26.0,20.0,32.0,113.0,208.0,2.2,0.9,3.1,2023-24,4000000.0,DAL
Norman Powell,SG,30.0,76.0,1990.0,373.0,768.0,0.486,167.0,384.0,0.435,206.0,384.0,0.536,143.0,172.0,0.831,16.0,179.0,195.0,82.0,43.0,22.0,66.0,137.0,1056.0,2.8,1.3,4.1,2023-24,18000000.0,LAC
Joshua Primo,SG,21.0,2.0,10.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,-0.1,0.0,-0.1,2023-24,6105941.0,SAS
Joshua Primo,SG,21.0,2.0,10.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,-0.1,0.0,-0.1,2023-24,6105941.0,LAC
Taurean Prince,PF,29.0,78.0,2108.0,253.0,572.0,0.442,141.0,356.0,0.396,112.0,216.0,0.519,50.0,68.0,0.735,21.0,209.0,230.0,119.0,58.0,35.0,73.0,146.0,697.0,0.3,1.7,1.9,2023-24,4516000.0,LAL
Payton Pritchard,PG,26.0,82.0,1825.0,297.0,635.0,0.468,147.0,382.0,0.385,150.0,253.0,0.593,46.0,56.0,0.821,70.0,195.0,265.0,281.0,39.0,6.0,61.0,106.0,787.0,4.2,1.9,6.1,2023-24,4037277.0,BOS
Olivier-Maxence Prosper,PF,21.0,40.0,336.0,40.0,104.0,0.385,13.0,45.0,0.289,27.0,59.0,0.458,28.0,41.0,0.683,25.0,54.0,79.0,22.0,7.0,4.0,8.0,20.0,121.0,0.2,0.3,0.5,2023-24,2733720.0,DAL
Neemias Queta,C,24.0,28.0,333.0,67.0,104.0,0.644,0.0,0.0,0.0,67.0,104.0,0.644,20.0,28.0,0.714,53.0,69.0,122.0,20.0,13.0,21.0,13.0,50.0,154.0,1.1,0.7,1.8,2023-24,331253.0,SAC
Neemias Queta,C,24.0,28.0,333.0,67.0,104.0,0.644,0.0,0.0,0.0,67.0,104.0,0.644,20.0,28.0,0.714,53.0,69.0,122.0,20.0,13.0,21.0,13.0,50.0,154.0,1.1,0.7,1.8,2023-24,331253.0,BOS
Immanuel Quickley,PG,24.0,68.0,1985.0,388.0,894.0,0.434,171.0,433.0,0.395,217.0,461.0,0.471,209.0,245.0,0.853,17.0,242.0,259.0,331.0,50.0,10.0,101.0,119.0,1156.0,3.5,1.2,4.7,2023-24,4171548.0,TOR
Lester Quinones,SG,23.0,37.0,394.0,56.0,141.0,0.397,32.0,88.0,0.364,24.0,53.0,0.453,20.0,29.0,0.69,21.0,51.0,72.0,36.0,6.0,2.0,17.0,44.0,164.0,0.3,0.3,0.6,2023-24,548815.0,GSW
Julius Randle,PF,29.0,46.0,1630.0,395.0,836.0,0.472,76.0,244.0,0.311,319.0,592.0,0.539,236.0,302.0,0.781,99.0,324.0,423.0,229.0,25.0,12.0,159.0,125.0,1102.0,1.9,1.9,3.8,2023-24,28226880.0,NYK
Duop Reath,C,27.0,68.0,1214.0,230.0,499.0,0.461,88.0,245.0,0.359,142.0,254.0,0.559,69.0,93.0,0.742,93.0,157.0,250.0,67.0,33.0,38.0,52.0,161.0,617.0,1.4,1.0,2.4,2023-24,1951220.0,POR
